Entidad,Year,Month,Gas87,Gas91,Diesel,Longitud,Latitud
Michoacan,2017,3,16.14,17.9,17.18,-101.83333,19.16667
Michoacan,2017,4,16.16,17.89,17.12,-101.83333,19.16667
Michoacan,2017,5,16.07,17.82,17,-101.83333,19.16667
Michoacan,2017,6,15.97,17.69,16.82,-101.83333,19.16667
Michoacan,2017,7,15.89,17.59,16.69,-101.83333,19.16667
Michoacan,2017,8,15.97,17.67,16.75,-101.83333,19.16667
Michoacan,2017,9,16.19,17.91,17,-101.83333,19.16667
Michoacan,2017,10,16.32,18,17.19,-101.83333,19.16667
Michoacan,2017,11,16.4,18.1,17.3,-101.83333,19.16667
Michoacan,2017,12,16.56,18.25,17.49,-101.83333,19.16667
Michoacan,2018,1,17.19,18.84,18.11,-101.83333,19.16667
Michoacan,2018,2,17.9,19.44,18.85,-101.83333,19.16667
Michoacan,2018,3,18.12,19.57,19.1,-101.83333,19.16667
Michoacan,2018,4,18.2,19.63,19.18,-101.83333,19.16667
Michoacan,2018,5,18.36,19.76,19.33,-101.83333,19.16667
Michoacan,2018,6,18.6,19.99,19.57,-101.83333,19.16667
Michoacan,2018,7,19.03,20.43,19.98,-101.83333,19.16667
Michoacan,2018,8,19.56,20.99,20.48,-101.83333,19.16667
Michoacan,2018,9,19.76,21.17,20.73,-101.83333,19.16667
Michoacan,2018,10,19.96,21.42,21.07,-101.83333,19.16667
Michoacan,2018,11,19.91,21.35,21.24,-101.83333,19.16667
Michoacan,2018,12,19.62,21.07,21.07,-101.83333,19.16667
Michoacan,2019,1,19.54,20.8,21.17,-101.83333,19.16667
Michoacan,2019,2,20.3,21.06,22.31,-101.83333,19.16667
Michoacan,2019,3,20.67,21.52,22.22,-101.83333,19.16667
Michoacan,2019,4,20.29,21.55,21.88,-101.83333,19.16667
Michoacan,2019,5,20.06,21.49,21.64,-101.83333,19.16667
Michoacan,2019,6,19.86,21.45,21.36,-101.83333,19.16667
Michoacan,2019,7,19.93,21.49,21.46,-101.83333,19.16667
Michoacan,2019,8,19.89,21.55,21.49,-101.83333,19.16667
Michoacan,2019,9,19.96,21.53,21.56,-101.83333,19.16667
Michoacan,2019,10,19.87,21.33,21.45,-101.83333,19.16667
Michoacan,2019,11,19.95,21.12,21.52,-101.83333,19.16667
Michoacan,2019,12,20.06,21.15,21.68,-101.83333,19.16667
Michoacan,2020,1,20.14,21.19,21.78,-101.83333,19.16667
Michoacan,2020,2,20.01,20.7,21.34,-101.83333,19.16667
Michoacan,2020,3,18.06,18.91,20.2,-101.83333,19.16667
Morelos,2017,1,15.91,17.65,16.97,-99.230751,18.9260998
Morelos,2017,2,15.89,17.63,16.96,-99.230751,18.9260998
Morelos,2017,3,15.81,17.58,16.85,-99.230751,18.9260998
Morelos,2017,4,15.84,17.57,16.78,-99.230751,18.9260998
Morelos,2017,5,15.75,17.5,16.66,-99.230751,18.9260998
Morelos,2017,6,15.65,17.37,16.49,-99.230751,18.9260998
Morelos,2017,7,15.56,17.26,16.37,-99.230751,18.9260998
Morelos,2017,8,15.63,17.34,16.43,-99.230751,18.9260998
Morelos,2017,9,15.85,17.59,16.68,-99.230751,18.9260998
Morelos,2017,10,15.98,17.7,16.86,-99.230751,18.9260998
Morelos,2017,11,16.07,17.8,16.98,-99.230751,18.9260998
Morelos,2017,12,16.18,17.89,17.1,-99.230751,18.9260998
Morelos,2018,1,16.77,18.42,17.69,-99.230751,18.9260998
Morelos,2018,2,17.43,18.94,18.41,-99.230751,18.9260998
Morelos,2018,3,17.66,19.07,18.65,-99.230751,18.9260998
Morelos,2018,4,17.76,19.13,18.74,-99.230751,18.9260998
Morelos,2018,5,17.92,19.28,18.89,-99.230751,18.9260998
Morelos,2018,6,18.16,19.51,19.12,-99.230751,18.9260998
Morelos,2018,7,18.56,19.93,19.5,-99.230751,18.9260998
Morelos,2018,8,19.12,20.51,20.02,-99.230751,18.9260998
Morelos,2018,9,19.34,20.73,20.29,-99.230751,18.9260998
Morelos,2018,10,19.53,20.96,20.61,-99.230751,18.9260998
Morelos,2018,11,19.51,20.94,20.79,-99.230751,18.9260998
Morelos,2018,12,19.29,20.72,20.68,-99.230751,18.9260998
Morelos,2019,1,19.08,20.38,20.67,-99.230751,18.9260998
Morelos,2019,2,19.43,20.37,21.39,-99.230751,18.9260998
Morelos,2019,3,19.81,20.78,21.63,-99.230751,18.9260998
Morelos,2019,4,19.71,20.9,21.49,-99.230751,18.9260998
Morelos,2019,5,19.65,20.9,21.41,-99.230751,18.9260998
Morelos,2019,6,19.51,20.87,21.27,-99.230751,18.9260998
Morelos,2019,7,19.54,20.88,21.29,-99.230751,18.9260998
Morelos,2019,8,19.44,20.91,21.23,-99.230751,18.9260998
Morelos,2019,9,19.43,20.93,21.16,-99.230751,18.9260998
Morelos,2019,10,19.34,20.7,21.11,-99.230751,18.9260998
Morelos,2019,11,19.32,20.59,21.02,-99.230751,18.9260998
Morelos,2019,12,19.47,20.63,21.16,-99.230751,18.9260998
Morelos,2020,1,19.59,20.66,21.32,-99.230751,18.9260998
Morelos,2020,2,19.54,20.4,21.16,-99.230751,18.9260998
Morelos,2020,3,18.11,19.08,20.36,-99.230751,18.9260998
Estado de Mexico,2017,1,16.16,17.99,17.04,-99.65324,19.28786
Estado de Mexico,2017,2,16.13,17.96,17.03,-99.65324,19.28786
Estado de Mexico,2017,3,16.05,17.88,16.91,-99.65324,19.28786
Estado de Mexico,2017,4,16.06,17.86,16.85,-99.65324,19.28786
Estado de Mexico,2017,5,15.94,17.79,16.73,-99.65324,19.28786
Estado de Mexico,2017,6,15.83,17.65,16.54,-99.65324,19.28786
Estado de Mexico,2017,7,15.74,17.55,16.42,-99.65324,19.28786
Estado de Mexico,2017,8,15.8,17.62,16.48,-99.65324,19.28786
Estado de Mexico,2017,9,16.02,17.88,16.73,-99.65324,19.28786
Estado de Mexico,2017,10,16.15,17.97,16.92,-99.65324,19.28786
Estado de Mexico,2017,11,16.23,18.07,17.04,-99.65324,19.28786
Estado de Mexico,2017,12,16.35,18.17,17.16,-99.65324,19.28786
Estado de Mexico,2018,1,16.91,18.66,17.69,-99.65324,19.28786
Estado de Mexico,2018,2,17.62,19.21,18.36,-99.65324,19.28786
Estado de Mexico,2018,3,17.86,19.36,18.6,-99.65324,19.28786
Estado de Mexico,2018,4,17.96,19.43,18.69,-99.65324,19.28786
Estado de Mexico,2018,5,18.18,19.62,18.88,-99.65324,19.28786
Estado de Mexico,2018,6,18.45,19.89,19.14,-99.65324,19.28786
Estado de Mexico,2018,7,18.75,20.2,19.45,-99.65324,19.28786
Estado de Mexico,2018,8,19.15,20.59,19.91,-99.65324,19.28786
Estado de Mexico,2018,9,19.38,20.8,20.19,-99.65324,19.28786
Estado de Mexico,2018,10,19.6,21.06,20.51,-99.65324,19.28786
Estado de Mexico,2018,11,19.59,21.09,20.71,-99.65324,19.28786
Estado de Mexico,2018,12,19.4,20.86,20.6,-99.65324,19.28786
Estado de Mexico,2019,1,19.39,20.69,20.68,-99.65324,19.28786
Estado de Mexico,2019,2,19.76,20.67,21.51,-99.65324,19.28786
Estado de Mexico,2019,3,20.3,21.21,21.71,-99.65324,19.28786
Estado de Mexico,2019,4,20.21,21.32,21.54,-99.65324,19.28786
Estado de Mexico,2019,5,20.17,21.32,21.45,-99.65324,19.28786
Estado de Mexico,2019,6,19.99,21.28,21.19,-99.65324,19.28786
Estado de Mexico,2019,7,19.99,21.28,21.22,-99.65324,19.28786
Estado de Mexico,2019,8,19.84,21.28,21.12,-99.65324,19.28786
Estado de Mexico,2019,9,19.83,21.25,21.09,-99.65324,19.28786
Estado de Mexico,2019,10,19.75,21.15,20.97,-99.65324,19.28786
Estado de Mexico,2019,11,19.77,21.06,20.94,-99.65324,19.28786
Estado de Mexico,2019,12,19.93,21.16,21.08,-99.65324,19.28786
Estado de Mexico,2020,1,20.03,21.19,21.16,-99.65324,19.28786
Estado de Mexico,2020,2,19.89,20.87,20.9,-99.65324,19.28786
Estado de Mexico,2020,3,18.26,19.37,19.95,-99.65324,19.28786
Nayarit,2017,1,16.31,18.07,17.39,-99.14056,22.97778
Nayarit,2017,2,16.3,18.06,17.4,-99.14056,22.97778
Nayarit,2017,3,16.23,17.99,17.3,-99.14056,22.97778
Nayarit,2017,4,16.25,17.98,17.23,-99.14056,22.97778
Nayarit,2017,5,16.16,17.92,17.12,-99.14056,22.97778
Nayarit,2017,6,16.07,17.79,16.94,-99.14056,22.97778
Nayarit,2017,7,15.99,17.69,16.82,-99.14056,22.97778
Nayarit,2017,8,16.06,17.76,16.87,-99.14056,22.97778
Nayarit,2017,9,16.28,18.01,17.12,-99.14056,22.97778
Nayarit,2017,10,16.4,18.1,17.31,-99.14056,22.97778
Nayarit,2017,11,16.49,18.19,17.42,-99.14056,22.97778
Nayarit,2017,12,16.71,18.41,17.6,-99.14056,22.97778
Nayarit,2018,1,17.3,18.93,18.15,-99.14056,22.97778
Nayarit,2018,2,17.95,19.51,18.81,-99.14056,22.97778
Nayarit,2018,3,18.19,19.71,19.09,-99.14056,22.97778
Nayarit,2018,4,18.3,19.81,19.2,-99.14056,22.97778
Nayarit,2018,5,18.47,19.96,19.35,-99.14056,22.97778
Nayarit,2018,6,18.69,20.17,19.57,-99.14056,22.97778
Nayarit,2018,7,19.11,20.58,19.94,-99.14056,22.97778
Nayarit,2018,8,19.65,21.11,20.44,-99.14056,22.97778
Nayarit,2018,9,19.89,21.34,20.71,-99.14056,22.97778
Nayarit,2018,10,20.09,21.57,20.98,-99.14056,22.97778
Nayarit,2018,11,20.13,21.62,21.16,-99.14056,22.97778
Nayarit,2018,12,19.97,21.38,21.05,-99.14056,22.97778
Nayarit,2019,1,19.92,21.37,21.08,-99.14056,22.97778
Nayarit,2019,2,20.31,21.59,21.7,-99.14056,22.97778
Nayarit,2019,3,20.79,22.04,21.87,-99.14056,22.97778
Nayarit,2019,4,20.68,22.2,21.8,-99.14056,22.97778
Nayarit,2019,5,20.58,22.15,21.74,-99.14056,22.97778
Nayarit,2019,6,20.37,22.16,21.55,-99.14056,22.97778
Nayarit,2019,7,20.26,22.07,21.58,-99.14056,22.97778
Nayarit,2019,8,20.15,22.02,21.52,-99.14056,22.97778
Nayarit,2019,9,20.25,21.99,21.59,-99.14056,22.97778
Nayarit,2019,10,20.14,21.65,21.49,-99.14056,22.97778
Nayarit,2019,11,20.17,21.48,21.47,-99.14056,22.97778
Nayarit,2019,12,20.29,21.45,21.67,-99.14056,22.97778
Nayarit,2020,1,20.26,21.43,21.7,-99.14056,22.97778
Nayarit,2020,2,20.25,21.11,21.46,-99.14056,22.97778
Nayarit,2020,3,19.34,20.27,20.92,-99.14056,22.97778
Nuevo Leon,2017,1,16.28,18.16,17.06,-100.3184662,25.6750698
Nuevo Leon,2017,2,16.27,18.14,17.1,-100.3184662,25.6750698
Nuevo Leon,2017,3,16.19,18.06,16.96,-100.3184662,25.6750698
Nuevo Leon,2017,4,16.18,18.05,16.89,-100.3184662,25.6750698
Nuevo Leon,2017,5,16.06,17.98,16.78,-100.3184662,25.6750698
Nuevo Leon,2017,6,15.94,17.86,16.6,-100.3184662,25.6750698
Nuevo Leon,2017,7,15.89,17.82,16.48,-100.3184662,25.6750698
Nuevo Leon,2017,8,16,17.97,16.57,-100.3184662,25.6750698
Nuevo Leon,2017,9,16.25,18.25,16.8,-100.3184662,25.6750698
Nuevo Leon,2017,10,16.42,18.4,17,-100.3184662,25.6750698
Nuevo Leon,2017,11,16.56,18.56,17.15,-100.3184662,25.6750698
Nuevo Leon,2017,12,16.72,18.71,17.32,-100.3184662,25.6750698
Nuevo Leon,2018,1,17.16,19.05,17.8,-100.3184662,25.6750698
Nuevo Leon,2018,2,17.72,19.54,18.49,-100.3184662,25.6750698
Nuevo Leon,2018,3,17.93,19.72,18.8,-100.3184662,25.6750698
Nuevo Leon,2018,4,18.01,19.79,18.91,-100.3184662,25.6750698
Nuevo Leon,2018,5,18.23,19.92,19.11,-100.3184662,25.6750698
Nuevo Leon,2018,6,18.55,20.14,19.41,-100.3184662,25.6750698
Nuevo Leon,2018,7,18.87,20.44,19.72,-100.3184662,25.6750698
Nuevo Leon,2018,8,19.39,20.85,20.19,-100.3184662,25.6750698
Nuevo Leon,2018,9,19.66,21.07,20.49,-100.3184662,25.6750698
Nuevo Leon,2018,10,19.86,21.35,20.79,-100.3184662,25.6750698
Nuevo Leon,2018,11,19.78,21.31,20.95,-100.3184662,25.6750698
Nuevo Leon,2018,12,19.34,20.83,20.8,-100.3184662,25.6750698
Nuevo Leon,2019,1,19.08,20.37,20.85,-100.3184662,25.6750698
Nuevo Leon,2019,2,19.48,20.5,21.61,-100.3184662,25.6750698
Nuevo Leon,2019,3,20.23,21.51,21.65,-100.3184662,25.6750698
Nuevo Leon,2019,4,19.81,21.57,21.57,-100.3184662,25.6750698
Nuevo Leon,2019,5,19.92,21.63,21.53,-100.3184662,25.6750698
Nuevo Leon,2019,6,19.65,21.66,21.3,-100.3184662,25.6750698
Nuevo Leon,2019,7,19.77,21.65,21.47,-100.3184662,25.6750698
Nuevo Leon,2019,8,19.73,21.68,21.52,-100.3184662,25.6750698
Nuevo Leon,2019,9,19.86,21.71,21.59,-100.3184662,25.6750698
Nuevo Leon,2019,10,19.82,21.52,21.56,-100.3184662,25.6750698
Nuevo Leon,2019,11,19.81,21.38,21.55,-100.3184662,25.6750698
Nuevo Leon,2019,12,19.88,21.47,21.65,-100.3184662,25.6750698
Nuevo Leon,2020,1,19.98,21.59,21.67,-100.3184662,25.6750698
Nuevo Leon,2020,2,19.92,21.37,21.39,-100.3184662,25.6750698
Nuevo Leon,2020,3,18.38,19.81,20.5,-100.3184662,25.6750698
Oaxaca,2017,1,15.86,17.62,16.94,-96.72365,17.06542
Oaxaca,2017,2,15.87,17.64,16.95,-96.72365,17.06542
Oaxaca,2017,3,15.77,17.53,16.82,-96.72365,17.06542
Oaxaca,2017,4,15.79,17.51,16.75,-96.72365,17.06542
Oaxaca,2017,5,15.7,17.44,16.63,-96.72365,17.06542
Oaxaca,2017,6,15.6,17.3,16.45,-96.72365,17.06542
Oaxaca,2017,7,15.51,17.2,16.32,-96.72365,17.06542
Oaxaca,2017,8,15.58,17.28,16.37,-96.72365,17.06542
Oaxaca,2017,9,15.81,17.53,16.63,-96.72365,17.06542
Oaxaca,2017,10,15.93,17.62,16.81,-96.72365,17.06542
Oaxaca,2017,11,16.01,17.71,16.92,-96.72365,17.06542
Oaxaca,2017,12,16.18,17.86,17.11,-96.72365,17.06542
Oaxaca,2018,1,16.78,18.41,17.72,-96.72365,17.06542
Oaxaca,2018,2,17.38,18.93,18.37,-96.72365,17.06542
Oaxaca,2018,3,17.63,19.1,18.63,-96.72365,17.06542
Oaxaca,2018,4,17.75,19.19,18.76,-96.72365,17.06542
Oaxaca,2018,5,17.91,19.35,18.91,-96.72365,17.06542
Oaxaca,2018,6,18.15,19.59,19.14,-96.72365,17.06542
Oaxaca,2018,7,18.54,19.97,19.51,-96.72365,17.06542
Oaxaca,2018,8,19.09,20.52,20.02,-96.72365,17.06542
Oaxaca,2018,9,19.32,20.73,20.29,-96.72365,17.06542
Oaxaca,2018,10,19.52,20.95,20.58,-96.72365,17.06542
Oaxaca,2018,11,19.51,20.94,20.74,-96.72365,17.06542
Oaxaca,2018,12,19.25,20.67,20.63,-96.72365,17.06542
Oaxaca,2019,1,19.06,20.39,20.6,-96.72365,17.06542
Oaxaca,2019,2,19.53,20.59,21.46,-96.72365,17.06542
Oaxaca,2019,3,20.1,21.14,21.81,-96.72365,17.06542
Oaxaca,2019,4,20.12,21.31,21.82,-96.72365,17.06542
Oaxaca,2019,5,20.1,21.36,21.75,-96.72365,17.06542
Oaxaca,2019,6,19.98,21.35,21.53,-96.72365,17.06542
Oaxaca,2019,7,20.1,21.4,21.6,-96.72365,17.06542
Oaxaca,2019,8,20.06,21.47,21.62,-96.72365,17.06542
Oaxaca,2019,9,20.14,21.46,21.7,-96.72365,17.06542
Oaxaca,2019,10,20.1,21.41,21.63,-96.72365,17.06542
Oaxaca,2019,11,20.08,21.24,21.61,-96.72365,17.06542
Oaxaca,2019,12,20.14,21.26,21.76,-96.72365,17.06542
Oaxaca,2020,1,20.14,21.23,21.79,-96.72365,17.06542
Oaxaca,2020,2,20.13,21,21.62,-96.72365,17.06542
Oaxaca,2020,3,18.72,19.56,20.76,-96.72365,17.06542
Puebla,2017,1,15.86,17.62,16.94,-98.20193,19.04334
Puebla,2017,2,15.89,17.66,16.97,-98.20193,19.04334
Puebla,2017,3,15.76,17.52,16.82,-98.20193,19.04334
Puebla,2017,4,15.78,17.51,16.76,-98.20193,19.04334
Puebla,2017,5,15.69,17.44,16.63,-98.20193,19.04334
Puebla,2017,6,15.57,17.29,16.43,-98.20193,19.04334
Puebla,2017,7,15.49,17.18,16.31,-98.20193,19.04334
Puebla,2017,8,15.56,17.26,16.36,-98.20193,19.04334
Puebla,2017,9,15.78,17.5,16.6,-98.20193,19.04334
Puebla,2017,10,15.9,17.59,16.79,-98.20193,19.04334
Puebla,2017,11,15.98,17.69,16.9,-98.20193,19.04334
Puebla,2017,12,16.1,17.78,17.03,-98.20193,19.04334
Puebla,2018,1,16.65,18.27,17.55,-98.20193,19.04334
Puebla,2018,2,17.34,18.83,18.28,-98.20193,19.04334
Puebla,2018,3,17.57,18.96,18.53,-98.20193,19.04334
Puebla,2018,4,17.67,19.02,18.61,-98.20193,19.04334
Puebla,2018,5,17.82,19.14,18.74,-98.20193,19.04334
Puebla,2018,6,18.03,19.34,18.95,-98.20193,19.04334
Puebla,2018,7,18.41,19.75,19.32,-98.20193,19.04334
Puebla,2018,8,18.96,20.34,19.85,-98.20193,19.04334
Puebla,2018,9,19.2,20.58,20.13,-98.20193,19.04334
Puebla,2018,10,19.4,20.83,20.44,-98.20193,19.04334
Puebla,2018,11,19.4,20.82,20.63,-98.20193,19.04334
Puebla,2018,12,19.16,20.59,20.53,-98.20193,19.04334
Puebla,2019,1,18.84,20.08,20.47,-98.20193,19.04334
Puebla,2019,2,19.06,19.75,21.27,-98.20193,19.04334
Puebla,2019,3,19.59,20.4,21.36,-98.20193,19.04334
Puebla,2019,4,19.36,20.54,21.05,-98.20193,19.04334
Puebla,2019,5,19.25,20.52,20.95,-98.20193,19.04334
Puebla,2019,6,19.15,20.52,20.75,-98.20193,19.04334
Puebla,2019,7,19.24,20.57,20.82,-98.20193,19.04334
Puebla,2019,8,19.17,20.59,20.8,-98.20193,19.04334
Puebla,2019,9,19.27,20.59,20.88,-98.20193,19.04334
Puebla,2019,10,19.26,20.61,20.84,-98.20193,19.04334
Puebla,2019,11,19.28,20.46,20.84,-98.20193,19.04334
Puebla,2019,12,19.35,20.42,20.95,-98.20193,19.04334
Puebla,2020,1,19.42,20.43,21.04,-98.20193,19.04334
Puebla,2020,2,19.33,20.14,20.81,-98.20193,19.04334
Puebla,2020,3,17.8,18.64,19.82,-98.20193,19.04334
Queretaro,2017,1,16.04,17.8,17.11,-100.38806,20.58806
Queretaro,2017,2,16.03,17.78,17.1,-100.38806,20.58806
Queretaro,2017,3,15.95,17.7,16.99,-100.38806,20.58806
Queretaro,2017,4,15.98,17.69,16.92,-100.38806,20.58806
Queretaro,2017,5,15.89,17.62,16.8,-100.38806,20.58806
Queretaro,2017,6,15.79,17.49,16.61,-100.38806,20.58806
Queretaro,2017,7,15.7,17.39,16.49,-100.38806,20.58806
Queretaro,2017,8,15.76,17.46,16.55,-100.38806,20.58806
Queretaro,2017,9,15.99,17.72,16.8,-100.38806,20.58806
Queretaro,2017,10,16.11,17.81,16.99,-100.38806,20.58806
Queretaro,2017,11,16.2,17.91,17.1,-100.38806,20.58806
Queretaro,2017,12,16.31,18,17.23,-100.38806,20.58806
Queretaro,2018,1,16.88,18.52,17.79,-100.38806,20.58806
Queretaro,2018,2,17.53,19.06,18.5,-100.38806,20.58806
Queretaro,2018,3,17.8,19.24,18.76,-100.38806,20.58806
Queretaro,2018,4,17.91,19.32,18.85,-100.38806,20.58806
Queretaro,2018,5,18.09,19.46,18.99,-100.38806,20.58806
Queretaro,2018,6,18.34,19.71,19.21,-100.38806,20.58806
Queretaro,2018,7,18.72,20.09,19.58,-100.38806,20.58806
Queretaro,2018,8,19.25,20.66,20.09,-100.38806,20.58806
Queretaro,2018,9,19.51,20.9,20.38,-100.38806,20.58806
Queretaro,2018,10,19.69,21.11,20.66,-100.38806,20.58806
Queretaro,2018,11,19.7,21.13,20.85,-100.38806,20.58806
Queretaro,2018,12,19.53,20.97,20.78,-100.38806,20.58806
Queretaro,2019,1,19.6,20.89,20.82,-100.38806,20.58806
Queretaro,2019,2,19.89,20.89,21.59,-100.38806,20.58806
Queretaro,2019,3,20.18,21.21,21.75,-100.38806,20.58806
Queretaro,2019,4,20.06,21.27,21.63,-100.38806,20.58806
Queretaro,2019,5,19.94,21.26,21.53,-100.38806,20.58806
Queretaro,2019,6,19.75,21.23,21.33,-100.38806,20.58806
Queretaro,2019,7,19.79,21.25,21.38,-100.38806,20.58806
Queretaro,2019,8,19.7,21.24,21.33,-100.38806,20.58806
Queretaro,2019,9,19.74,21.24,21.34,-100.38806,20.58806
Queretaro,2019,10,19.69,21.24,21.27,-100.38806,20.58806
Queretaro,2019,11,19.71,21.13,21.24,-100.38806,20.58806
Queretaro,2019,12,19.79,21.1,21.37,-100.38806,20.58806
Queretaro,2020,1,19.83,21.08,21.4,-100.38806,20.58806
Queretaro,2020,2,19.74,20.84,21.2,-100.38806,20.58806
Queretaro,2020,3,18.02,19.3,20.27,-100.38806,20.58806
Quintana Roo,2017,1,15.87,17.63,16.93,-92.70304,17.35673
Quintana Roo,2017,2,15.88,17.65,16.95,-92.70304,17.35673
Quintana Roo,2017,3,15.79,17.56,16.83,-92.70304,17.35673
Quintana Roo,2017,4,15.81,17.55,16.77,-92.70304,17.35673
Quintana Roo,2017,5,15.72,17.48,16.65,-92.70304,17.35673
Quintana Roo,2017,6,15.62,17.36,16.47,-92.70304,17.35673
Quintana Roo,2017,7,15.55,17.26,16.35,-92.70304,17.35673
Quintana Roo,2017,8,15.62,17.33,16.41,-92.70304,17.35673
Quintana Roo,2017,9,15.84,17.58,16.66,-92.70304,17.35673
Quintana Roo,2017,10,15.97,17.66,16.85,-92.70304,17.35673
Quintana Roo,2017,11,16.04,17.76,16.96,-92.70304,17.35673
Quintana Roo,2017,12,16.2,17.89,17.12,-92.70304,17.35673
Quintana Roo,2018,1,16.75,18.33,17.65,-92.70304,17.35673
Quintana Roo,2018,2,17.25,18.78,18.24,-92.70304,17.35673
Quintana Roo,2018,3,17.42,18.92,18.43,-92.70304,17.35673
Quintana Roo,2018,4,17.47,18.97,18.49,-92.70304,17.35673
Quintana Roo,2018,5,17.62,19.12,18.61,-92.70304,17.35673
Quintana Roo,2018,6,17.87,19.35,18.85,-92.70304,17.35673
Quintana Roo,2018,7,18.27,19.74,19.23,-92.70304,17.35673
Quintana Roo,2018,8,18.99,20.47,19.92,-92.70304,17.35673
Quintana Roo,2018,9,19.33,20.79,20.24,-92.70304,17.35673
Quintana Roo,2018,10,19.5,20.93,20.42,-92.70304,17.35673
Quintana Roo,2018,11,19.46,20.93,20.55,-92.70304,17.35673
Quintana Roo,2018,12,19.13,20.58,20.39,-92.70304,17.35673
Quintana Roo,2019,1,18.83,19.99,20.35,-92.70304,17.35673
Quintana Roo,2019,2,19.56,20.22,21.43,-92.70304,17.35673
Quintana Roo,2019,3,20.08,21.17,21.47,-92.70304,17.35673
Quintana Roo,2019,4,19.66,20.91,21.18,-92.70304,17.35673
Quintana Roo,2019,5,19.57,20.87,21.13,-92.70304,17.35673
Quintana Roo,2019,6,19.39,20.9,20.89,-92.70304,17.35673
Quintana Roo,2019,7,19.63,21.01,21.11,-92.70304,17.35673
Quintana Roo,2019,8,19.62,21.09,21.2,-92.70304,17.35673
Quintana Roo,2019,9,19.78,21.1,21.34,-92.70304,17.35673
Quintana Roo,2019,10,19.68,21.07,21.23,-92.70304,17.35673
Quintana Roo,2019,11,19.67,20.69,21.22,-92.70304,17.35673
Quintana Roo,2019,12,19.86,20.71,21.41,-92.70304,17.35673
Quintana Roo,2020,1,19.97,20.86,21.55,-92.70304,17.35673
Quintana Roo,2020,2,19.84,20.31,21.23,-92.70304,17.35673
Quintana Roo,2020,3,18.47,18.94,20.37,-92.70304,17.35673
San Luis Potosi,2017,1,15.85,17.69,16.94,-100.97916,22.14982
San Luis Potosi,2017,2,15.82,17.65,16.9,-100.97916,22.14982
San Luis Potosi,2017,3,15.76,17.59,16.81,-100.97916,22.14982
San Luis Potosi,2017,4,15.78,17.58,16.74,-100.97916,22.14982
San Luis Potosi,2017,5,15.69,17.51,16.62,-100.97916,22.14982
San Luis Potosi,2017,6,15.59,17.38,16.44,-100.97916,22.14982
San Luis Potosi,2017,7,15.5,17.28,16.32,-100.97916,22.14982
San Luis Potosi,2017,8,15.58,17.36,16.37,-100.97916,22.14982
San Luis Potosi,2017,9,15.8,17.61,16.62,-100.97916,22.14982
San Luis Potosi,2017,10,15.93,17.7,16.82,-100.97916,22.14982
San Luis Potosi,2017,11,16.01,17.8,16.94,-100.97916,22.14982
San Luis Potosi,2017,12,16.2,17.96,17.12,-100.97916,22.14982
San Luis Potosi,2018,1,16.85,18.56,17.68,-100.97916,22.14982
San Luis Potosi,2018,2,17.57,19.18,18.45,-100.97916,22.14982
San Luis Potosi,2018,3,17.79,19.31,18.69,-100.97916,22.14982
San Luis Potosi,2018,4,17.86,19.36,18.76,-100.97916,22.14982
San Luis Potosi,2018,5,18.03,19.49,18.9,-100.97916,22.14982
San Luis Potosi,2018,6,18.25,19.7,19.13,-100.97916,22.14982
San Luis Potosi,2018,7,18.56,20.06,19.51,-100.97916,22.14982
San Luis Potosi,2018,8,19.04,20.58,20.03,-100.97916,22.14982
San Luis Potosi,2018,9,19.3,20.83,20.3,-100.97916,22.14982
San Luis Potosi,2018,10,19.52,21.09,20.6,-100.97916,22.14982
San Luis Potosi,2018,11,19.47,21.03,20.79,-100.97916,22.14982
San Luis Potosi,2018,12,19.17,20.76,20.65,-100.97916,22.14982
San Luis Potosi,2019,1,18.92,20.33,20.61,-100.97916,22.14982
San Luis Potosi,2019,2,19.35,20.19,21.53,-100.97916,22.14982
San Luis Potosi,2019,3,19.77,20.8,21.31,-100.97916,22.14982
San Luis Potosi,2019,4,19.52,20.91,20.99,-100.97916,22.14982
San Luis Potosi,2019,5,19.45,20.9,20.92,-100.97916,22.14982
San Luis Potosi,2019,6,19.31,20.91,20.73,-100.97916,22.14982
San Luis Potosi,2019,7,19.31,20.85,20.81,-100.97916,22.14982
San Luis Potosi,2019,8,19.17,20.77,20.79,-100.97916,22.14982
San Luis Potosi,2019,9,19.36,20.77,20.92,-100.97916,22.14982
San Luis Potosi,2019,10,19.33,20.8,20.82,-100.97916,22.14982
San Luis Potosi,2019,11,19.37,20.73,20.86,-100.97916,22.14982
San Luis Potosi,2019,12,19.5,20.69,21.01,-100.97916,22.14982
San Luis Potosi,2020,1,19.61,20.72,21.11,-100.97916,22.14982
San Luis Potosi,2020,2,19.5,20.35,20.78,-100.97916,22.14982
San Luis Potosi,2020,3,17.64,18.72,19.85,-100.97916,22.14982
Sinaloa,2017,1,16.13,17.9,17.23,-108.98044,26.37773
Sinaloa,2017,2,16.1,17.87,17.23,-108.98044,26.37773
Sinaloa,2017,3,16.02,17.78,17.09,-108.98044,26.37773
Sinaloa,2017,4,16.04,17.77,17.03,-108.98044,26.37773
Sinaloa,2017,5,15.95,17.7,16.91,-108.98044,26.37773
Sinaloa,2017,6,15.85,17.57,16.73,-108.98044,26.37773
Sinaloa,2017,7,15.77,17.47,16.6,-108.98044,26.37773
